name,appid,developer,publisher,positive,negative,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,genre,tags
PlanetSide 2,218230,Rogue Planet Games,Daybreak Game Company,49246,10262,"5,000,000 .. 10,000,000",1012,351,144,351,0,0,0,1420,"Action, Free to Play, Massively Multiplayer","{'Free to Play': 2774, 'Massively Multiplayer': 1822, 'FPS': 1813, 'Shooter': 1417, 'Action': 1359, 'Open World': 1099, 'Multiplayer': 999, 'Team-Based': 939, 'Sci-fi': 780, 'Tactical': 732, 'War': 713, 'First-Person': 675, 'PvP': 563, 'Futuristic': 545, 'Co-op': 480, 'Online Co-Op': 473, 'Strategy': 420, 'Space': 346, 'Adventure': 295, 'RPG': 284}"
Dead by Daylight,381210,Behaviour Interactive Inc.,Behaviour Interactive Inc.,349713,79418,"5,000,000 .. 10,000,000",6684,361,1063,215,1999,1999,0,27831,Action,"{'Horror': 39354, 'Survival Horror': 8808, 'Multiplayer': 8496, 'Online Co-Op': 6481, 'Survival': 6395, 'Stealth': 6364, 'Gore': 6354, 'Blood': 6343, 'Co-op': 6340, 'Team-Based': 6332, 'Third Person': 6328, 'Violent': 6314, 'First-Person': 6308, 'Action': 6288, 'Atmospheric': 6281, 'Psychological Horror': 6278, 'Strategy': 1941, 'Comedy': 1742, 'Mature': 1629, 'Difficult': 1373}"
Portal,400,Valve,Valve,83417,1414,"5,000,000 .. 10,000,000",313,101,187,115,999,999,0,322,Action,"{'Puzzle': 3885, 'Puzzle-Platformer': 2936, '3D Platformer': 2295, 'First-Person': 2272, 'Singleplayer': 1915, 'Sci-fi': 1781, 'Comedy': 1471, 'Female Protagonist': 1364, 'Action': 972, 'Funny': 949, 'Physics': 903, 'Story Rich': 769, 'Classic': 739, 'Platformer': 733, 'Science': 667, 'FPS': 592, 'Atmospheric': 570, 'Short': 556, 'Adventure': 542, 'Dark Humor': 509}"
Half-Life: Blue Shift,130,Gearbox Software,Valve,7518,755,"5,000,000 .. 10,000,000",295,101,120,107,499,499,0,42,Action,"{'FPS': 449, 'Action': 275, 'Sci-fi': 206, 'Singleplayer': 188, 'Shooter': 169, 'Aliens': 145, 'First-Person': 136, 'Classic': 134, 'Zombies': 88, 'Adventure': 87, ""1990's"": 78, 'Short': 72, 'Atmospheric': 67, 'Silent Protagonist': 47, 'Story Rich': 42, 'Puzzle': 22, 'Great Soundtrack': 19, 'Moddable': 19, 'Retro': 15, 'Gore': 8}"
ARK: Survival Evolved,346110,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLC",Studio Wildcard,321471,85163,"5,000,000 .. 10,000,000",12390,2260,1517,512,4999,4999,0,60058,"Action, Adventure, Indie, Massively Multiplayer, RPG","{'Open World Survival Craft': 11540, 'Survival': 10767, 'Open World': 8371, 'Multiplayer': 8045, 'Dinosaurs': 7884, 'Crafting': 7003, 'Building': 6653, 'Adventure': 5913, 'Base-Building': 5158, 'Co-op': 4689, 'Action': 4437, 'First-Person': 4027, 'Sandbox': 3913, 'Massively Multiplayer': 3771, 'Singleplayer': 3440, 'Early Access': 3396, 'RPG': 2874, 'Dragons': 2827, 'Sci-fi': 2273, 'Indie': 1919}"
Euro Truck Simulator 2,227300,SCS Software,SCS Software,386616,9812,"5,000,000 .. 10,000,000",5307,363,1606,161,1999,1999,0,22100,"Indie, Simulation","{'Simulation': 11479, 'Driving': 7471, 'Automobile Sim': 6400, 'Open World': 5268, 'Realistic': 4592, 'Relaxing': 4031, 'Singleplayer': 3115, 'Moddable': 2897, 'Exploration': 2657, 'First-Person': 2351, 'Economy': 1937, 'Atmospheric': 1564, 'Adventure': 1536, 'Indie': 1425, 'Management': 1400, 'Casual': 1251, 'TrackIR': 1119, 'Sandbox': 952, 'Racing': 938, 'RPG': 815}"
Don't Starve Together,322330,Klei Entertainment,Klei Entertainment,235203,9163,"5,000,000 .. 10,000,000",1776,755,475,281,1499,1499,0,21682,"Adventure, Indie, Simulation","{'Survival': 40247, 'Open World Survival Craft': 40198, 'Multiplayer': 9279, 'Co-op': 7355, 'Open World': 5451, 'Adventure': 4710, 'Crafting': 4397, 'Online Co-Op': 3752, 'Sandbox': 3225, 'Difficult': 2339, 'Indie': 2182, '2D': 1975, 'Funny': 1662, 'Atmospheric': 1637, 'Survival Horror': 1568, 'Strategy': 1319, 'Singleplayer': 1129, 'Horror': 1125, 'Action': 979, 'Simulation': 886}"
Monster Hunter: World,582010,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",251238,50787,"5,000,000 .. 10,000,000",9130,550,2721,577,2999,2999,0,27690,Action,"{'Co-op': 2294, 'Multiplayer': 2101, 'Action': 1967, 'Open World': 1477, 'RPG': 1329, 'Third Person': 1109, 'Character Customization': 986, 'Adventure': 943, 'Fantasy': 923, 'Singleplayer': 771, 'Difficult': 764, 'Action RPG': 760, 'Exploration': 683, 'Great Soundtrack': 606, 'Replay Value': 575, 'Atmospheric': 478, 'Hack and Slash': 431, 'JRPG': 419, 'Souls-like': 268, 'MMORPG': 201}"
Valheim,892970,Iron Gate AB, Coffee Stain Publishing,47897,2013,"5,000,000 .. 10,000,000",1232,1232,752,752,1999,1999,0,157803,"Action, Adventure, Indie, RPG, Early Access","{'Open World Survival Craft': 470, 'Survival': 454, 'Open World': 449, 'Online Co-Op': 446, 'Crafting': 418, 'Exploration': 402, 'Building': 384, 'Mythology': 369, 'Multiplayer': 369, 'Sailing': 350, 'Sandbox': 349, 'Adventure': 341, 'Co-op': 341, 'Early Access': 330, 'Base-Building': 327, 'Action': 297, 'RPG': 285, 'Indie': 273, 'PvP': 271, 'Fishing': 264}"
Half-Life: Opposing Force,50,Gearbox Software,Valve,10454,544,"5,000,000 .. 10,000,000",304,125,98,170,499,499,0,77,Action,"{'FPS': 872, 'Action': 313, 'Classic': 241, 'Sci-fi': 238, 'Singleplayer': 219, 'Shooter': 215, 'First-Person': 182, 'Aliens': 165, ""1990's"": 129, 'Adventure': 109, 'Atmospheric': 101, 'Military': 86, 'Story Rich': 70, 'Silent Protagonist': 59, 'Great Soundtrack': 46, 'Gore': 34, 'Co-op': 31, 'Puzzle': 31, 'Moddable': 25, 'Retro': 13}"
Raft,648800,Redbeet Interactive,Axolot Games,94625,8095,"5,000,000 .. 10,000,000",1179,370,725,225,1999,1999,0,8715,"Adventure, Indie, Simulation, Early Access","{'Survival': 2385, 'Open World Survival Craft': 2293, 'Multiplayer': 1878, 'Co-op': 1594, 'Crafting': 1521, 'Open World': 1235, 'Building': 1148, 'Base-Building': 959, 'Adventure': 919, 'Online Co-Op': 863, 'Sandbox': 828, 'Early Access': 596, 'First-Person': 538, 'Singleplayer': 458, 'Underwater': 396, 'Simulation': 394, 'Action': 329, 'Indie': 326, 'Strategy': 286, 'Massively Multiplayer': 196}"
Kathy Rain,370910,Clifftop Games,Raw Fury,2868,228,"5,000,000 .. 10,000,000",887,0,262,0,1499,1499,0,11,"Adventure, Indie","{'Point & Click': 13701, 'Adventure': 169, 'Pixel Graphics': 98, 'Female Protagonist': 96, 'Indie': 81, 'Detective': 79, 'Mystery': 79, 'Singleplayer': 29, 'Story Rich': 21, 'Psychological Horror': 13, 'Noir': 9, 'Puzzle': 8, 'Retro': 8}"
No More Room in Hell,224260,No More Room in Hell Team,Lever Games,53963,6265,"5,000,000 .. 10,000,000",372,131,83,131,0,0,0,594,"Action, Free to Play, Indie","{'Free to Play': 3442, 'Zombies': 2920, 'Multiplayer': 1998, 'Survival': 1929, 'Horror': 1617, 'Co-op': 1396, 'Online Co-Op': 1259, 'Action': 1203, 'FPS': 1111, 'First-Person': 992, 'Survival Horror': 824, 'Shooter': 815, 'Post-apocalyptic': 784, 'Open World': 600, 'Realistic': 550, 'Indie': 506, 'Atmospheric': 480, 'Mod': 436, 'Adventure': 407, 'Massively Multiplayer': 366}"
World of Warships,552990,Wargaming Group Limited,Wargaming Group Limited,58318,13926,"5,000,000 .. 10,000,000",2410,185,181,181,0,0,0,6506,"Action, Free to Play, Massively Multiplayer, Simulation","{'Naval Combat': 37911, 'Free to Play': 29599, 'Naval': 29531, 'Multiplayer': 25753, 'World War II': 21894, 'PvP': 20543, 'Military': 19667, 'Tactical': 18853, 'Team-Based': 15833, 'Strategy': 15456, 'War': 14967, 'Online Co-Op': 14816, 'Historical': 13916, 'Massively Multiplayer': 12396, 'Realistic': 11975, 'Co-op': 10374, 'Shooter': 9321, 'Simulation': 9305, 'Action': 9119, 'PvE': 8102}"
Dirty Bomb,333930,Splash Damage,Warchest Ltd.,46940,10985,"5,000,000 .. 10,000,000",1097,0,86,0,0,0,0,156,"Action, Free to Play","{'Hero Shooter': 2215, 'Free to Play': 2038, 'FPS': 1280, 'Multiplayer': 1085, 'Shooter': 1034, 'Action': 871, 'Team-Based': 760, 'First-Person': 671, 'Fast-Paced': 475, 'Co-op': 459, 'PvP': 444, 'Class-Based': 403, 'Competitive': 371, 'Massively Multiplayer': 311, 'Parkour': 310, 'Post-apocalyptic': 243, 'Controller': 240, 'Singleplayer': 231, 'Open World': 226, 'Gore': 203}"
Half-Life Deathmatch: Source,360,Valve,Valve,2040,657,"5,000,000 .. 10,000,000",202,169,18,169,999,999,0,9,Action,"{'Action': 238, 'FPS': 154, 'Multiplayer': 118, 'Shooter': 93, 'Sci-fi': 82, 'First-Person': 72, 'Classic': 66, 'Remake': 22, 'Adventure': 14, 'Horror': 10, 'Competitive': 8, 'Fast-Paced': 7, 'Atmospheric': 7, 'Singleplayer': 5}"
Mount & Blade II: Bannerlord,261550,TaleWorlds Entertainment,TaleWorlds Entertainment,132734,19183,"5,000,000 .. 10,000,000",3319,420,2693,468,4499,4999,10,11376,"Action, RPG, Simulation, Strategy, Early Access","{'Medieval': 1625, 'Strategy': 1422, 'Open World': 1344, 'RPG': 1310, 'War': 1231, 'Multiplayer': 1081, 'Sandbox': 1049, 'Action': 894, 'Singleplayer': 870, 'Simulation': 772, 'Moddable': 755, 'Adventure': 734, 'Character Customization': 729, 'Horses': 680, 'Realistic': 595, 'Third Person': 593, 'First-Person': 591, 'Historical': 567, 'Great Soundtrack': 402, 'Early Access': 343}"
Phasmophobia,739630,Kinetic Games,Kinetic Games,227163,5810,"5,000,000 .. 10,000,000",1149,185,819,75,1399,1399,0,6222,"Action, Indie, Early Access","{'Horror': 975, 'Online Co-Op': 641, 'Multiplayer': 582, 'Psychological Horror': 512, 'Co-op': 481, 'Supernatural': 414, 'VR': 400, 'First-Person': 392, 'Investigation': 352, 'Dark': 282, 'Mystery': 270, 'Detective': 252, 'Demons': 238, 'Early Access': 232, 'Thriller': 178, 'Indie': 178, '3D': 176, 'Action': 157, 'Tactical': 138, 'Lovecraftian': 75}"
Stardew Valley,413150,ConcernedApe,ConcernedApe,318873,7101,"5,000,000 .. 10,000,000",2931,325,1415,292,1499,1499,0,27485,"Indie, RPG, Simulation","{'Farming Sim': 4656, 'Life Sim': 4613, 'RPG': 4441, 'Pixel Graphics': 4298, 'Agriculture': 3918, 'Simulation': 3848, 'Relaxing': 3750, 'Multiplayer': 3658, 'Crafting': 3116, 'Sandbox': 2788, 'Indie': 2474, 'Building': 2392, 'Singleplayer': 2219, 'Casual': 2063, 'Open World': 1838, 'Great Soundtrack': 1782, '2D': 1763, 'Cute': 1663, 'Dating Sim': 1460, 'Fishing': 1436}"
World of Tanks Blitz,444200,Wargaming Group Limited,Wargaming Group Limited,53627,13784,"5,000,000 .. 10,000,000",3766,965,141,920,0,0,0,20034,"Action, Free to Play, Massively Multiplayer","{'Tanks': 2353, 'Free to Play': 1473, 'Action': 761, 'Multiplayer': 704, 'World War II': 614, 'Massively Multiplayer': 576, 'War': 567, 'Shooter': 422, 'PvP': 408, 'Strategy': 407, 'Military': 379, 'Online Co-Op': 297, 'Simulation': 289, 'Competitive': 260, 'FPS': 157, 'Arcade': 156, 'Singleplayer': 153, 'Psychological Horror': 146, 'Open World': 131, 'First-Person': 123}"
Tom Clancy’s The Division,365590,Massive Entertainment,Ubisoft,56926,26496,"5,000,000 .. 10,000,000",4533,1,1371,1,2999,2999,0,1037,"Action, Adventure, RPG","{'Open World': 2066, 'Multiplayer': 1618, 'Third-Person Shooter': 1599, 'Looter Shooter': 1592, 'Action': 1415, 'Co-op': 1346, 'Shooter': 1344, 'RPG': 1168, 'Online Co-Op': 1126, 'Post-apocalyptic': 1086, 'Survival': 1029, 'Massively Multiplayer': 821, 'Tactical': 806, 'Third Person': 768, 'MMORPG': 694, 'Singleplayer': 679, 'Adventure': 649, 'Atmospheric': 600, 'FPS': 386, 'Stealth': 343}"
Life is Strange 2,532210,"DONTNOD Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",17166,3259,"5,000,000 .. 10,000,000",296,1033,197,1033,0,0,0,235,Adventure,"{'Choices Matter': 519, 'Story Rich': 509, 'Adventure': 430, 'Great Soundtrack': 301, 'Singleplayer': 290, 'Atmospheric': 232, 'Episodic': 187, 'Drama': 180, 'Sexual Content': 139, 'Choose Your Own Adventure': 119, 'Point & Click': 106, 'Third Person': 92, 'Walking Simulator': 84, 'Mystery': 68, 'Nudity': 55, 'LGBTQ+': 47, 'Puzzle': 44, 'Comedy': 33, 'Funny': 32, 'Classic': 27}"
Trove,304050,Trion Worlds,Trion Worlds,63665,15518,"10,000,000 .. 20,000,000",1920,137,172,170,0,0,0,1116,"Action, Adventure, Casual, Free to Play, Massively Multiplayer, RPG","{'Free to Play': 3571, 'Open World': 2442, 'Multiplayer': 2095, 'Adventure': 1875, 'MMORPG': 1793, 'Massively Multiplayer': 1666, 'Building': 1475, 'Sandbox': 1343, 'Pixel Graphics': 1267, 'RPG': 1264, 'Action': 1219, 'Crafting': 1086, 'Third Person': 1000, 'Co-op': 990, 'Exploration': 957, 'Dungeon Crawler': 817, 'Voxel': 719, 'Casual': 616, 'Funny': 604, 'FPS': 438}"
Dota Underlords,1046930,Valve,Valve,71756,14235,"5,000,000 .. 10,000,000",1683,160,314,205,0,0,0,4455,"Casual, Free to Play, Strategy","{'Free to Play': 647, 'Strategy': 541, 'Casual': 458, 'Auto Battler': 397, 'Multiplayer': 215, 'Tactical': 151, 'Turn-Based Tactics': 139, 'Chess': 126, 'Turn-Based': 119, 'Mature': 91, 'Competitive': 66, 'Fantasy': 51, 'Singleplayer': 42, 'Deckbuilding': 39, 'Card Game': 34, 'Board Game': 30, 'Automation': 27, 'Co-op': 25, 'PvP': 16, 'MOBA': 13}"
NBA 2K20,1089350,Visual Concepts,2K,28283,27830,"5,000,000 .. 10,000,000",5091,784,2030,1060,5999,5999,0,10558,"Simulation, Sports","{'Basketball': 283, 'Sports': 181, 'Simulation': 121, 'Multiplayer': 105, 'Singleplayer': 45, 'Capitalism': 30, 'Loot': 21, 'Casual': 18, 'Massively Multiplayer': 12, 'Controller': 11, 'Character Customization': 10, 'Local Multiplayer': 10, 'Realistic': 7}"
Ricochet,60,Valve,Valve,3415,791,"5,000,000 .. 10,000,000",22,0,3,0,499,499,0,5,Action,"{'Action': 581, 'FPS': 121, 'Multiplayer': 97, 'Classic': 85, 'First-Person': 73, 'Sci-fi': 50, 'Shooter': 45, 'Cyberpunk': 39, 'Space': 38, 'Memes': 27, 'Psychological Horror': 25, 'Platformer': 25, 'Conspiracy': 25, '3D': 22, 'Old School': 21, 'Retro': 20, 'Cult Classic': 17, 'Competitive': 12, 'Sports': 9, 'Anime': 8}"
The Forest,242760,Endnight Games Ltd,Endnight Games Ltd,233817,13277,"5,000,000 .. 10,000,000",1784,545,1035,195,1999,1999,0,16336,"Action, Adventure, Indie, Simulation","{'Open World Survival Craft': 10689, 'Survival': 10215, 'Open World': 7313, 'Horror': 6446, 'Crafting': 5508, 'Adventure': 4744, 'Building': 4543, 'Survival Horror': 3986, 'First-Person': 3795, 'Action': 3225, 'Exploration': 2943, 'Sandbox': 2853, 'Atmospheric': 2387, 'Simulation': 2286, 'Singleplayer': 2211, 'Indie': 2044, 'Realistic': 1901, 'Gore': 1859, 'Early Access': 1579, 'Zombies': 1256}"
A Story About My Uncle,278360,Gone North Games,Coffee Stain Publishing,24484,2144,"5,000,000 .. 10,000,000",455,0,241,0,1499,1499,0,16,"Adventure, Casual, Indie","{'Adventure': 7111, 'First-Person': 431, 'Parkour': 415, 'Singleplayer': 334, 'Indie': 304, 'Atmospheric': 272, 'Platformer': 261, 'Story Rich': 223, 'Puzzle': 167, 'Fantasy': 162, '3D Platformer': 160, 'Casual': 146, 'Short': 119, 'Sci-fi': 117, 'Relaxing': 105, 'Action': 90, 'Narration': 90, 'Great Soundtrack': 83, 'Family Friendly': 80, 'Difficult': 72}"
Cities: Skylines,255710,Colossal Order Ltd.,Paradox Interactive,139541,10723,"5,000,000 .. 10,000,000",2458,251,709,198,2999,2999,0,19655,"Simulation, Strategy","{'City Builder': 4246, 'Simulation': 3126, 'Building': 2518, 'Strategy': 1993, 'Management': 1974, 'Sandbox': 1787, 'Singleplayer': 1728, 'Moddable': 1529, 'Economy': 1467, 'Resource Management': 1145, 'Realistic': 818, 'Mod': 806, 'Replay Value': 657, 'Casual': 604, 'Family Friendly': 498, 'Real-Time with Pause': 497, 'Modern': 495, 'Great Soundtrack': 416, 'Funny': 257, 'Action': 110}"
Fallout Shelter,588430,Bethesda Game Studios,Bethesda Softworks,35651,4871,"5,000,000 .. 10,000,000",453,0,134,0,0,0,0,939,"Free to Play, RPG, Simulation","{'Free to Play': 2282, 'Base-Building': 1386, 'Survival': 1385, 'Post-apocalyptic': 1175, 'Singleplayer': 965, 'Simulation': 829, 'Strategy': 768, 'Management': 756, '2D': 692, 'Building': 647, 'Casual': 462, 'Crafting': 450, 'Adventure': 419, 'RPG': 376, 'Sandbox': 375, 'Multiplayer': 309, 'Funny': 296, 'Atmospheric': 285, 'Action': 265, 'Great Soundtrack': 195}"
Risk of Rain 2,632360,Hopoo Games,Gearbox Publishing,135580,5112,"5,000,000 .. 10,000,000",2402,292,1524,312,2499,2499,0,3790,"Action, Indie","{'Third-Person Shooter': 2355, 'Action Roguelike': 2078, 'Multiplayer': 1978, 'Action': 1903, 'Rogue-lite': 1764, 'Co-op': 1690, 'Looter Shooter': 1619, 'Rogue-like': 1358, 'Loot': 1353, 'Shooter': 1027, 'Online Co-Op': 906, 'Difficult': 855, 'Survival': 851, 'Third Person': 850, 'Indie': 844, 'Singleplayer': 831, 'Soundtrack': 824, 'Early Access': 746, 'Great Soundtrack': 618, 'Bullet Hell': 328}"
Street Warriors Online,417910,Crazy Rocks Studios,Crazy Rocks Studios,974,716,"5,000,000 .. 10,000,000",150,0,152,0,199,199,0,0,"Action, Massively Multiplayer, Simulation, Sports","{'Fighting': 1134, 'Action': 76, 'Multiplayer': 72, 'Sports': 69, 'Violent': 59, 'Massively Multiplayer': 57, 'Simulation': 42, 'Open World': 32, 'Free to Play': 29, 'PvP': 27, 'Early Access': 13, 'Co-op': 10, 'Indie': 7, 'Funny': 6, 'Character Customization': 6}"
Call of Duty: Modern Warfare 2,10180,Infinity Ward,Activision,38258,3117,"5,000,000 .. 10,000,000",760,0,422,0,1999,1999,0,358,Action,"{'Action': 1713, 'FPS': 1387, 'Multiplayer': 1184, 'Shooter': 932, 'First-Person': 769, 'Singleplayer': 647, 'War': 606, 'Military': 559, 'Co-op': 478, 'Online Co-Op': 448, 'PvP': 391, 'Great Soundtrack': 306, 'Story Rich': 257, 'Atmospheric': 209, 'Adventure': 201, 'Tactical': 188, 'Linear': 160, 'Strategy': 148, 'Moddable': 131, 'Zombies': 105}"
Scrap Mechanic,387990,Axolot Games,Axolot Games,60128,5374,"5,000,000 .. 10,000,000",2012,95,991,173,1999,1999,0,2209,"Action, Adventure, Indie, Simulation, Early Access","{'Building': 1663, 'Sandbox': 1423, 'Multiplayer': 1399, 'Open World': 1231, 'Physics': 1031, 'Early Access': 880, 'Survival': 874, 'Singleplayer': 764, 'Co-op': 719, 'First-Person': 689, 'Funny': 671, 'Adventure': 669, 'Simulation': 660, 'Crafting': 654, 'Third Person': 570, 'Action': 416, 'Indie': 412, 'Racing': 356, 'Atmospheric': 325, 'Great Soundtrack': 265}"
Fallout 4,377160,Bethesda Game Studios,Bethesda Softworks,181599,49828,"5,000,000 .. 10,000,000",5661,631,2658,611,2999,2999,0,10793,RPG,"{'Open World': 8676, 'Post-apocalyptic': 7988, 'Exploration': 6111, 'Singleplayer': 6064, 'RPG': 5579, 'Atmospheric': 4739, 'Adventure': 4683, 'Shooter': 4407, 'First-Person': 3994, 'Story Rich': 3888, 'Action': 3413, 'Sci-fi': 3401, 'FPS': 3315, 'Action RPG': 2991, 'Sandbox': 2917, 'Great Soundtrack': 2778, 'Third Person': 2697, 'Survival': 2410, 'Third-Person Shooter': 2129, 'Casual': 967}"
SCP: Secret Laboratory,700330,Northwood Studios,Northwood Studios,83982,8202,"5,000,000 .. 10,000,000",877,87,84,128,0,0,0,5097,"Action, Free to Play","{'Free to Play': 1457, 'Horror': 1198, 'Multiplayer': 1150, 'First-Person': 800, 'Co-op': 784, 'Survival Horror': 736, 'Shooter': 590, 'Action': 579, 'Online Co-Op': 558, 'FPS': 498, 'Memes': 480, 'Sci-fi': 476, 'Survival': 455, 'Atmospheric': 385, 'Psychological Horror': 384, 'Strategy': 281, 'Difficult': 245, 'Indie': 230, 'Adventure': 220, 'Fantasy': 201}"
HITMAN 2,863550,IO Interactive A/S,Warner Bros Interactive Entertainment,45217,4759,"5,000,000 .. 10,000,000",711,163,338,97,0,0,0,2769,Action,"{'Stealth': 10271, 'Assassin': 728, 'Action': 641, 'Singleplayer': 487, 'Third Person': 423, 'Multiplayer': 403, 'Violent': 367, 'Open World': 325, 'Sandbox': 312, 'Strategy': 248, 'Gore': 182, 'Puzzle': 179, 'Atmospheric': 172, 'Co-op': 163, 'Third-Person Shooter': 158, 'Shooter': 145, 'Funny': 136, 'Online Co-Op': 122, 'Great Soundtrack': 109, 'Nudity': 77}"
Sekiro: Shadows Die Twice - GOTY Edition,814380,FromSoftware,"Activision (Excluding Japan and Asia), FromSoftware (Japan), 方块游戏 (Asia)",116670,6559,"5,000,000 .. 10,000,000",2456,548,1706,460,3899,5999,35,8597,"Action, Adventure","{'Souls-like': 1603, 'Difficult': 1443, 'Action': 1420, 'Singleplayer': 1101, 'Ninja': 1001, 'Stealth': 841, 'Adventure': 772, 'Third Person': 701, 'Story Rich': 540, 'Atmospheric': 536, 'Violent': 518, 'Open World': 497, 'Dark Fantasy': 471, 'Assassin': 466, 'Great Soundtrack': 406, 'Hack and Slash': 390, 'Gore': 371, 'RPG': 371, 'Dark': 290, 'Rhythm': 137}"
Dying Light,239140,Techland,Techland Publishing,207365,10984,"5,000,000 .. 10,000,000",1978,156,1261,160,3999,3999,0,10197,"Action, RPG","{'Zombies': 5279, 'Survival Horror': 5260, 'Horror': 5235, 'Online Co-Op': 4163, 'Open World': 3992, 'Parkour': 3978, 'First-Person': 3945, 'Open World Survival Craft': 3919, 'Action': 3886, 'PvP': 3885, 'FPS': 3882, 'Survival': 3879, 'Gore': 3873, 'PvE': 3871, 'Stealth': 3840, 'Post-apocalyptic': 3588, 'Story Rich': 3564, 'Hack and Slash': 3435, 'Action RPG': 3424, 'RPG': 3396}"
Braveland,285800,Tortuga Team,Tortuga Team,2211,472,"5,000,000 .. 10,000,000",891,0,255,0,699,699,0,4,"Adventure, Casual, Indie, RPG, Strategy","{'Strategy': 7580, 'RPG': 149, 'Indie': 118, 'Turn-Based Strategy': 118, 'Casual': 94, 'Turn-Based': 94, 'Fantasy': 75, 'Adventure': 70, 'Hex Grid': 68, 'Singleplayer': 60, 'Hand-drawn': 59, 'Atmospheric': 45, 'Tactical RPG': 44, 'Touch-Friendly': 40, 'Story Rich': 31, '2D': 26, 'Classic': 19, 'Turn-Based Combat': 18, 'Tactical': 17, 'Great Soundtrack': 17}"
Arma 3,107410,Bohemia Interactive,Bohemia Interactive,166853,17648,"5,000,000 .. 10,000,000",16299,503,1462,411,2999,2999,0,10571,"Action, Simulation, Strategy","{'Action': 5329, 'Multiplayer': 5132, 'Military': 5009, 'Simulation': 4601, 'Shooter': 4574, 'First-Person': 3819, 'Realistic': 3712, 'Open World': 3449, 'Tactical': 3352, 'FPS': 3216, 'Co-op': 3078, 'War': 3074, 'Strategy': 2499, 'Sandbox': 2344, 'Moddable': 1679, 'Combat': 1671, 'Online Co-Op': 1607, 'Singleplayer': 1566, 'Team-Based': 1540, 'Third-Person Shooter': 1516}"
